1000000 4000 20.590682 0.000000 0.000000 20.590682 0.000000 20.590682
9.520507 16.010814 9.168213
11.546679 -2.013821 43.508425
8.479590 21.945379 -3.733712
11.057109 30.000377 -3.139115
17.900704 33.004055 28.294645
-6.368495 6.599695 28.378441
24.629684 11.570842 28.388804
35.509515 6.330112 5.173933
6.607067 12.033677 -3.103431
-6.616170 -1.391071 11.542001
15.906652 22.308297 17.099680
18.679117 21.376343 -1.718973
11.427965 21.636037 15.889871
6.287658 24.244508 4.902172
8.315463 14.868312 1.607390
-2.073730 17.400179 14.242400
4.415696 24.269733 19.844811
17.984087 16.173505 16.849190
4.954583 16.349645 -3.287667
8.803107 13.333481 0.154557
-11.018498 -2.592264 9.266068
-14.178576 5.510248 19.696479
12.750187 -12.008171 -17.694270
-0.515814 -1.441005 4.993262
24.783768 5.585255 -5.756624
4.291057 14.354832 7.746700
1.703249 13.000146 12.339828
-17.893316 20.264067 2.480024
7.978224 27.190231 -1.552690
26.168448 7.127702 26.750526
20.078371 -0.503668 27.418358
27.232837 31.375558 2.995833
-2.515006 3.564891 0.003971
-9.373985 -7.015579 9.677739
7.936451 17.669737 4.947376
-2.990882 0.763158 8.248452
15.118587 0.753756 -0.092460
6.316944 -8.331985 24.481610
31.800469 11.178463 7.354779
19.753101 27.465882 17.229983
24.343622 8.670082 23.338727
23.176876 -3.760228 27.342764
12.098169 5.163873 -10.288117
7.391599 -0.352594 -7.756216
5.084010 8.256332 26.647342
15.565672 14.283020 -1.332123
6.846218 15.222529 25.782057
4.266532 1.883510 2.307918
19.495719 8.424251 7.006735
22.435301 9.384225 20.249095
-0.248328 5.092040 -7.590784
18.408587 9.092278 19.485893
13.046624 -2.032579 21.924529
14.882481 4.578552 5.541113
-0.353029 -14.617041 -3.140779
2.415317 15.517934 2.026502
-6.327056 1.048051 15.896154
2.002159 4.264024 -12.801900
9.844076 -13.212137 1.173385
1.096815 2.337169 8.975005
23.361202 14.290229 8.672189
-8.262313 18.078816 5.130373
7.339280 -9.859176 -13.390963
12.479642 7.936597 10.843850
2.090449 11.012745 1.792363
14.821730 -2.092405 21.882126
10.308592 -0.892055 15.679759
3.784230 -1.200163 13.724457
4.058372 16.440377 16.604913
17.077829 8.902532 2.899595
7.335465 -3.561357 13.057636
0.774957 18.586359 -18.328435
13.379559 21.060049 -5.105869
15.632388 -7.488317 3.888184
-0.401696 23.972656 32.944892
15.861919 18.954995 -14.901454
-0.020286 2.726582 4.337204
5.700449 -4.951310 36.207976
-3.929744 18.616745 10.527948
28.528704 4.812272 21.807772
-14.596267 -4.122999 28.369934
3.885961 0.472721 17.209972
15.331384 -5.378543 -7.478771
11.548720 22.576147 7.776836
12.488699 12.163820 25.428138
0.007874 17.333594 13.371503
29.856757 -11.482710 12.312148
-2.132667 -2.405338 -14.327095
7.013916 28.724181 -1.137136
12.418039 7.715793 9.800641
1.023774 5.904412 18.815231
6.467018 1.116104 9.227849
15.114863 17.752452 -3.356917
1.676507 23.808458 8.095098
40.160740 11.597239 -19.852500
19.821175 29.589549 11.854313
3.789326 -0.904503 9.770178
12.653372 15.111807 -4.610754
11.626200 2.786110 27.516136
-17.895149 6.422562 13.085926
20.803768 18.886320 9.857658
4.928758 28.824112 16.098231
28.842108 32.555661 -1.087544
-4.032470 2.924132 8.020081
11.194351 5.518584 29.347974
11.803535 3.614063 14.223227
7.186166 12.418681 20.230044
16.598947 27.639321 -1.401570
5.751602 24.448378 16.822763
-7.870676 6.645876 22.519236
15.655598 22.157054 9.646320
4.964122 8.820980 11.366603
42.893821 10.334696 8.268861
26.004054 -6.042667 20.541596
18.863212 12.818041 -9.563837
19.270564 0.149754 7.885925
17.724248 4.026680 -1.466953
13.298646 5.550676 -1.839152
24.164794 15.327229 7.410578
22.973882 12.733021 19.021232
-0.804146 -2.792541 11.877328
16.969716 18.662081 -4.775471
20.394949 11.110546 32.981105
9.235804 3.012134 4.897601
27.455128 -5.893849 11.006991
9.467157 5.431214 -17.035379
7.685639 3.050911 10.644808
17.547456 8.446622 -4.324369
35.461454 17.699470 20.756884
18.561546 -11.681526 16.494873
9.884824 19.813106 32.242315
17.349357 4.344137 11.365448
31.827260 8.055142 23.278479
9.349498 -7.311081 7.372688
31.678599 21.550074 21.479251
20.989992 -20.854765 16.830264
4.904017 17.101773 14.964747
-11.554829 23.140191 5.974723
2.863926 20.093971 3.527776
23.502201 3.755215 9.453888
2.618233 -3.190990 11.270745
12.571421 11.038988 31.417983
15.230909 0.869682 23.240501
9.468589 -8.814768 27.961116
2.306765 10.700687 27.020747
2.796526 22.876120 -8.699142
6.098107 12.013393 12.005089
15.739751 15.673228 20.003580
18.502224 5.090732 13.434430
-0.092227 1.309137 8.511745
30.301503 10.689093 23.339259
-1.913224 -2.338469 22.116123
10.745326 -0.033817 22.296263
-2.088727 15.837531 -2.347828
15.688642 6.114915 6.020305
-4.590632 17.534189 12.665191
-16.674259 -5.375341 32.625765
14.729740 13.054002 25.347748
7.318708 0.649444 -5.036003
15.417987 2.865615 8.196325
7.981946 -16.447587 4.568593
19.734600 29.362211 20.954451
13.179063 20.406284 7.916708
-6.623754 14.073882 19.637603
16.838745 -2.847815 10.012166
-4.067625 13.829560 3.942512
17.409252 -1.914243 -6.595631
-0.735632 18.649294 16.983414
8.046878 -2.064471 8.754130
12.335957 13.045715 27.508901
10.112932 49.218114 15.505175
14.725407 36.308540 6.438645
34.104724 17.055474 1.290697
23.261432 25.025570 24.880276
-4.913626 -8.916119 -1.440249
15.915274 5.660550 23.114683
19.345562 2.365840 12.006143
16.883255 11.750648 30.155523
20.302722 34.140692 22.428373
12.260600 -5.176792 -3.396840
1.273460 3.220707 11.783909
2.930434 4.742432 10.360498
12.041743 11.058633 -2.677899
5.339789 37.284378 12.449844
5.302820 15.831045 2.567212
14.510067 25.719865 6.469781
32.038628 24.098145 10.549308
9.237517 24.948107 0.149579
22.866815 18.370339 -2.084724
4.939929 -11.206452 9.670882
15.460616 9.900969 -4.747483
24.866790 -1.923203 9.888158
10.420198 10.948533 9.222877
9.647483 -8.849049 12.906784
17.025987 21.964161 3.887004
-6.864343 1.740870 21.460491
-6.234539 -16.893100 22.232843
6.891624 -1.730834 11.934772
21.630891 10.658447 18.218072
3.133713 -20.391971 13.967491
26.669730 3.732358 1.052425
11.396535 -12.596086 -9.603775
12.468561 17.692805 9.806418
28.372902 -10.947299 20.662121
14.700139 26.412794 -12.085712
30.121710 -4.702146 13.325599
-1.413681 -3.726043 -3.596535
10.810870 -1.003841 3.023995
14.891339 -8.278724 21.860618
26.565300 30.874533 6.486245
30.390280 9.609267 2.881554
20.583447 -3.522895 4.089999
15.152050 15.097381 22.734658
2.456029 -3.279255 0.491331
27.662919 12.022513 10.281560
4.554812 18.714718 -5.864958
9.405268 -5.937462 18.990915
28.431729 12.082792 21.749592
0.132174 0.055797 -19.874105
-1.162614 12.562876 8.748380
-12.065230 28.731033 16.528811
32.704803 8.771885 9.273785
3.509467 16.927850 -5.863881
10.533771 -7.309494 10.609494
9.184156 17.520375 28.193407
25.245784 7.384683 9.292531
18.874101 -3.744769 7.156987
24.921094 3.436435 14.370545
19.379569 -20.382745 34.167739
6.620593 16.366944 -3.140790
22.948525 8.104124 -7.640891
4.098059 21.764247 18.824464
5.780934 8.965833 -7.122852
1.160862 22.668977 15.290674
8.208818 -1.496902 -10.819277
27.540378 18.582400 13.729525
22.868294 24.941713 -2.439235
11.786219 3.606757 21.023778
-11.526610 34.291400 3.082511
26.691162 -0.673099 -11.243732
33.943840 11.924170 14.637578
8.839808 20.193895 16.350518
8.754471 18.095334 -7.076990
-3.074696 8.884631 -5.369500
30.003819 5.482539 -2.400311
-2.890252 30.543923 -5.513850
1.423439 20.535204 -0.948685
23.235167 -1.801032 1.440527
30.233285 25.422007 -6.246371
35.265874 15.488426 3.244288
32.900920 11.944813 8.717127
9.502154 11.599796 15.068572
-0.439374 5.048809 -21.190071
23.042946 -5.254049 -2.368791
3.906884 22.313185 -13.211385
0.947266 22.802950 0.795520
17.463889 17.796094 -7.676725
20.306786 2.829582 16.838023
12.791219 -14.472466 7.226687
13.506288 6.520858 4.538283
10.166169 23.712257 44.618137
10.018152 0.330942 4.334124
3.989658 5.314089 37.256410
32.511451 39.245760 -6.721770
10.745818 29.836915 24.058892
-13.014757 3.093211 23.860245
7.354462 16.875515 2.866225
18.644501 -18.908884 10.576812
-8.334912 5.423582 37.859508
24.788710 18.026797 0.456444
28.295650 -16.672457 12.155841
12.328052 -7.324750 -1.132236
17.293361 4.715490 6.520474
29.980478 3.406145 16.712289
-10.076046 -3.805619 18.392349
2.816316 18.483508 15.482887
10.094217 -18.564039 -11.708843
18.194758 28.111426 8.420932
15.227158 -6.136128 9.200146
7.179470 37.174704 -9.469194
10.860291 28.130915 32.453209
14.139114 23.245234 24.706756
21.034888 16.051848 18.911729
2.860195 24.644509 12.107564
25.655542 32.601795 24.360458
19.160746 1.434713 9.195678
6.515160 -2.719007 -7.802279
-7.408746 15.842966 23.242982
-0.225455 -4.018708 -2.548996
29.568665 -17.778564 15.273285
9.485957 22.025104 -14.455404
-1.763445 15.340906 25.551603
26.785296 -13.698917 15.781906
18.762633 23.090052 27.138969
